NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
425902;656-03103-6;1256158;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425903;656-03103-6;1256159;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174160;43540;0;6160;Ex 020 Primer Puesto;174160;0;49700;07;1/8/14;49700;8/8/14;71470;
425904;656-03103-6;1256161;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425905;656-03103-6;1256163;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
425906;656-03103-6;1256169;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186480;46620;0;6160;  ;;0;239260;07;1/8/14;239260;8/8/14;262570;
425907;656-03103-6;1256177;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
425908;656-03103-6;1256178;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425909;656-03103-6;1256188;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;Ex 049 Estim. Sufragio;17576;0;208284;07;1/8/14;208284;8/8/14;230254;
425910;656-03103-6;1256190;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 049 Estim. Sufragio;25088;0;294672;07;1/8/14;294672;8/8/14;326032;
425911;656-03103-6;1256192;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
425912;656-03103-6;1256194;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;198080;49520;0;6160;  ;;0;253760;07;1/8/14;253760;8/8/14;278520;
425913;656-03103-6;1256196;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169360;42340;0;6160;Ex 020 Primer Puesto;169360;0;48500;07;1/8/14;48500;8/8/14;69670;
425914;656-03103-6;1256198;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425915;656-03103-6;1256202;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425916;656-03103-6;1256206;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
425917;656-03103-6;1256208;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425918;656-03103-6;1256212;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
425919;656-03103-6;1256213;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;196880;49220;0;6160;  ;;0;252260;07;1/8/14;252260;8/8/14;276870;
425920;656-03103-6;1256214;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;363760;90940;0;6160;  ;;0;460860;07;1/8/14;460860;8/8/14;506330;
425921;656-03103-6;1256216;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425922;656-03103-6;1256217;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;209440;52360;0;6160;Ex 024 Quinto Puesto;209440;0;58520;07;1/8/14;58520;8/8/14;84700;
425923;656-03103-6;1256219;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425924;656-03103-6;1256224;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
425925;656-03103-6;1256226;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;322400;80600;0;6160;  ;;0;409160;07;1/8/14;409160;8/8/14;449460;
425926;656-03103-6;1256228;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425927;656-03103-6;1256232;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;  ;;0;271860;07;1/8/14;271860;8/8/14;298430;
425928;656-03103-6;1256236;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
425929;656-03103-6;1256242;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 020 Primer Puesto;219520;0;61040;07;1/8/14;61040;8/8/14;88480;
425930;656-03103-6;1256246;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193520;48380;0;6160;  ;;0;248060;07;1/8/14;248060;8/8/14;272250;
425931;656-03103-6;1256247;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 021 Segundo Puesto;203680;0;57080;07;1/8/14;57080;8/8/14;82540;
425932;656-03103-6;1256248;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
425933;656-03103-6;1256254;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 022 Tercer Puesto;203680;0;57080;07;1/8/14;57080;8/8/14;82540;
425934;656-03103-6;1256255;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
425935;656-03103-6;1256256;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
425936;656-03103-6;1256260;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;Ex 049 Estim. Sufragio;22920;0;269740;07;1/8/14;269740;8/8/14;298390;
425937;656-03103-6;1256261;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;Ex 021 Segundo Puesto;168880;0;48380;07;1/8/14;48380;8/8/14;69490;
425938;656-03103-6;1256262;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;Ex 021 Segundo Puesto;212560;0;59300;07;1/8/14;59300;8/8/14;85870;
425939;656-03103-6;1256263;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;  ;;0;238660;07;1/8/14;238660;8/8/14;261910;
425940;656-03103-6;1256264;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 020 Primer Puesto;203680;0;57080;07;1/8/14;57080;8/8/14;82540;
425941;656-03103-6;1256266;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229680;57420;0;6160;Ex 049 Estim. Sufragio;22968;0;270292;07;1/8/14;270292;8/8/14;299002;
425942;656-03103-6;1256268;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;199040;49760;0;6160;Ex 049 Estim. Sufragio;19904;0;235056;07;1/8/14;235056;8/8/14;259936;
425943;656-03103-6;1256271;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 020 Primer Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425944;656-03103-6;1256275;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;197520;49380;0;6160;Ex 049 Estim. Sufragio;19752;0;233308;07;1/8/14;233308;8/8/14;257998;
425945;656-03103-6;1256276;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
425946;656-03103-6;1256277;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
425947;656-03103-6;1256278;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425948;656-03103-6;1256284;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;596400;149100;0;6160;Ex 049 Estim. Sufragio;59640;0;692020;07;1/8/14;692020;8/8/14;766570;
425949;656-03103-6;1256285;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425950;656-03103-6;1256287;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425951;656-03103-6;1256301;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204000;51000;0;6160;Ex 049 Estim. Sufragio;20400;0;240760;07;1/8/14;240760;8/8/14;266260;
425952;656-03103-6;1256302;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;218800;54700;0;6160;Ex 024 Quinto Puesto;218800;0;60860;07;1/8/14;60860;8/8/14;88210;
425953;656-03103-6;1256304;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165760;41440;0;6160;  ;;0;213360;07;1/8/14;213360;8/8/14;234080;
425954;656-03103-6;1256306;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;Ex 049 Estim. Sufragio;21256;0;250604;07;1/8/14;250604;8/8/14;277174;
425955;656-03103-6;1256312;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;Ex 023 Cuarto Puesto;186000;0;52660;07;1/8/14;52660;8/8/14;75910;
425956;656-03103-6;1256314;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425957;656-03103-6;1256318;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 023 Cuarto Puesto;203680;0;57080;07;1/8/14;57080;8/8/14;82540;
425958;656-03103-6;1256319;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;198720;49680;0;6160;Ex 049 Estim. Sufragio;19872;0;234688;07;1/8/14;234688;8/8/14;259528;
425959;656-03103-6;1256323;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215840;53960;0;6160;  ;;0;275960;07;1/8/14;275960;8/8/14;302940;
425960;656-03103-6;1256326;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;209440;52360;0;6160;  ;;0;267960;07;1/8/14;267960;8/8/14;294140;
425961;656-03103-6;1256328;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;  ;;0;271860;07;1/8/14;271860;8/8/14;298430;
425962;656-03103-6;1256334;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
425963;656-03103-6;1256337;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;Ex 049 Estim. Sufragio;20424;0;241036;07;1/8/14;241036;8/8/14;266566;
425964;656-03103-6;1256339;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425965;656-03103-6;1256340;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;198720;49680;0;6160;Ex 049 Estim. Sufragio;19872;0;234688;07;1/8/14;234688;8/8/14;259528;
425966;656-03103-6;1256343;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
425967;656-03103-6;1256346;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246640;61660;0;6160;  ;;0;314460;07;1/8/14;314460;8/8/14;345290;
425968;656-03103-6;1256347;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 049 Estim. Sufragio;21952;0;258608;07;1/8/14;258608;8/8/14;286048;
425969;656-03103-6;1256353;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;256640;64160;0;6160;Ex 049 Estim. Sufragio;25664;0;301296;07;1/8/14;301296;8/8/14;333376;
425970;656-03103-6;1256354;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 049 Estim. Sufragio;20264;0;239196;07;1/8/14;239196;8/8/14;264526;
425971;656-03103-6;1256361;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425972;656-03103-6;1256364;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;Ex 049 Estim. Sufragio;19344;0;228616;07;1/8/14;228616;8/8/14;252796;
425973;656-03103-6;1256365;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;223760;55940;0;6160;Ex 049 Estim. Sufragio;22376;0;263484;07;1/8/14;263484;8/8/14;291454;
425974;656-03103-6;1256371;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;179680;44920;0;6160;Ex 049 Estim. Sufragio;17968;0;212792;07;1/8/14;212792;8/8/14;235252;
425975;656-03103-6;1256375;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;196880;49220;0;6160;  ;;0;252260;07;1/8/14;252260;8/8/14;276870;
425976;656-03103-6;1256376;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
425977;656-03103-6;1256378;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;249360;62340;0;6160;Ex 022 Tercer Puesto;249360;0;68500;07;1/8/14;68500;8/8/14;99670;
425978;656-03103-6;1256384;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;201760;50440;0;6160;Ex 049 Estim. Sufragio;20176;0;238184;07;1/8/14;238184;8/8/14;263404;
425979;656-03103-6;1256385;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
425980;656-03103-6;1256386;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;201760;50440;0;6160;Ex 021 Segundo Puesto;201760;0;56600;07;1/8/14;56600;8/8/14;81820;
425981;656-03103-6;1256387;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425982;656-03103-6;1256388;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425983;656-03103-6;1256389;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
425984;656-03103-6;1256395;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
425985;656-03103-6;1256397;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;184560;46140;0;6160;Ex 049 Estim. Sufragio;18456;0;218404;07;1/8/14;218404;8/8/14;241474;
425986;656-03103-6;1256399;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215280;53820;0;6160;Ex 049 Estim. Sufragio;21528;0;253732;07;1/8/14;253732;8/8/14;280642;
425987;656-03103-6;1256405;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;  ;;0;271860;07;1/8/14;271860;8/8/14;298430;
425988;656-03103-6;1256406;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425989;656-03103-6;1256407;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425990;656-03103-6;1256411;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232240;58060;0;6160;Ex 020 Primer Puesto;232240;0;64220;07;1/8/14;64220;8/8/14;93250;
425991;656-03103-6;1256412;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;Ex 049 Estim. Sufragio;20048;0;236712;07;1/8/14;236712;8/8/14;261772;
425992;656-03103-6;1256413;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;Ex 049 Estim. Sufragio;22912;0;269648;07;1/8/14;269648;8/8/14;298288;
425993;656-03103-6;1256417;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
425994;656-03103-6;1256419;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
425995;656-03103-6;1256421;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;  ;;0;292660;07;1/8/14;292660;8/8/14;321310;
425996;656-03103-6;1256422;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;  ;;0;271860;07;1/8/14;271860;8/8/14;298430;
425997;656-03103-6;1256423;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;199040;49760;0;6160;  ;;0;254960;07;1/8/14;254960;8/8/14;279840;
425998;656-03103-6;1256426;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
425999;656-03103-6;1256432;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
426000;656-03103-6;1256435;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426001;656-03103-6;1256438;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221120;55280;0;6160;Ex 049 Estim. Sufragio;22112;0;260448;07;1/8/14;260448;8/8/14;288088;
426002;656-03103-6;1256440;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;201920;50480;0;6160;  ;;0;258560;07;1/8/14;258560;8/8/14;283800;
426003;656-03103-6;1256450;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;  ;;0;301660;07;1/8/14;301660;8/8/14;331210;
426004;656-03103-6;1256451;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;213440;53360;0;6160;  ;;0;272960;07;1/8/14;272960;8/8/14;299640;
426005;656-03103-6;1256453;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426006;656-03103-6;1256457;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;  ;;0;292560;07;1/8/14;292560;8/8/14;321200;
426007;656-03103-6;1256458;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
426008;656-03103-6;1256476;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
426009;656-03103-6;1256480;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
426010;656-03103-6;1256484;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426011;656-03103-6;1256491;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
426012;656-03103-6;1256497;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
426013;656-03103-6;1256501;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186400;46600;0;6160;Ex 049 Estim. Sufragio;18640;0;220520;07;1/8/14;220520;8/8/14;243820;
426014;656-03103-6;1256511;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;315840;78960;0;6160;  ;;0;400960;07;1/8/14;400960;8/8/14;440440;
426015;656-03103-6;1256513;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426016;656-03103-6;1256518;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;253040;63260;0;6160;Ex 049 Estim. Sufragio;25304;0;297156;07;1/8/14;297156;8/8/14;328786;
426017;656-03103-6;1256522;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;  ;;0;275660;07;1/8/14;275660;8/8/14;302610;
426018;656-03103-6;1256523;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;208240;52060;0;6160;Ex 049 Estim. Sufragio;20824;0;245636;07;1/8/14;245636;8/8/14;271666;
426019;656-03103-6;1256524;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
426020;656-03103-6;1256525;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
426021;656-03103-6;1256527;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
426022;656-03103-6;1256533;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;245120;61280;0;6160;  ;;0;312560;07;1/8/14;312560;8/8/14;343200;
426023;656-03103-6;1256536;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
426024;656-03103-6;1356447;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 020 Primer Puesto;192480;0;54280;07;1/8/14;54280;8/8/14;78340;
426025;656-03103-6;1357301;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
426026;656-03103-6;1357303;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;190960;47740;0;6160;Ex 020 Primer Puesto;190960;0;53900;07;1/8/14;53900;8/8/14;77770;
426027;656-03103-6;1357306;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
426028;656-03103-6;1357307;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;159440;39860;0;6160;  ;;0;205460;07;1/8/14;205460;8/8/14;225390;
426029;656-03103-6;1357308;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
426030;656-03103-6;1357309;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;Ex 021 Segundo Puesto;200880;0;56380;07;1/8/14;56380;8/8/14;81490;
426031;656-03103-6;1357311;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426032;656-03103-6;1357312;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426033;656-03103-6;1357315;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426034;656-03103-6;1357317;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426035;656-03103-6;1357318;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;223760;55940;0;6160;Ex 049 Estim. Sufragio;22376;0;263484;07;1/8/14;263484;8/8/14;291454;
426036;656-03103-6;1357321;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;159440;39860;0;6160;Ex 049 Estim. Sufragio;15944;0;189516;07;1/8/14;189516;8/8/14;209446;
426037;656-03103-6;1357326;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;240720;60180;0;6160;  ;;0;307060;07;1/8/14;307060;8/8/14;337150;
426038;656-03103-6;1357333;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426039;656-03103-6;1357336;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
426040;656-03103-6;1357337;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426041;656-03103-6;1357338;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;Ex 049 Estim. Sufragio;21256;0;250604;07;1/8/14;250604;8/8/14;277174;
426042;656-03103-6;1357341;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426043;656-03103-6;1357343;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;159440;39860;0;6160;  ;;0;205460;07;1/8/14;205460;8/8/14;225390;
426044;656-03103-6;1357347;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
426045;656-03103-6;1357348;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169360;42340;0;6160;Ex 020 Primer Puesto;169360;0;48500;07;1/8/14;48500;8/8/14;69670;
426046;656-03103-6;1357349;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426047;656-03103-6;1357353;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
